title,year,runtime_min,genre,imdb_rating,director,votes,Gross,title_norm,year_norm,review_count,avg_review_rating,avg_review_len,fear_review_ratio,avg_fear_count,avg_fear_density,pos_ratio,neu_ratio,neg_ratio,runtime,log_votes
Carrie,2013,100,"Drama, Horror, Thriller",5.8,Kimberly Peirce,144154,$35.27M,carrie,2013.0,4.0,7.666666666666667,1152.5,1.0,4.5,0.025588343533441825,0.75,0.0,0.0,0,11.878644388555877
Splice,2009,104,"Horror, Sci-Fi",5.8,Vincenzo Natali,99872,$17.00M,splice,2009.0,3.0,5.333333333333333,935.0,0.6666666666666666,1.6666666666666667,0.00731334783058921,0.0,1.0,0.0,0,11.511654657836782
Final Destination 3,2006,93,"Horror, Thriller",5.8,James Wong,147716,$54.10M,final destination 3,2006.0,5.0,6.0,1357.8,0.6,4.6,0.012050630396855833,0.4,0.4,0.2,0,11.903053560068155
High Life,2018,113,"Adventure, Drama, Horror",5.8,Claire Denis,38180,$1.23M,high life,2018.0,4.0,5.25,5178.75,0.75,4.5,0.007144300237194992,0.5,0.0,0.5,0,10.550093288660157
The Babysitter: Killer Queen,2020,101,"Comedy, Horror",5.8,McG,46011,,the babysitter: killer queen,2020.0,1.0,8.0,588.0,1.0,1.0,0.008695652173913044,1.0,0.0,0.0,0,10.7366575110159
Hollow Man,2000,112,"Action, Horror, Sci-Fi",5.8,Paul Verhoeven,134598,$73.21M,hollow man,2000.0,6.0,6.75,1265.5,0.5,0.6666666666666666,0.0020744884247097723,0.3333333333333333,0.6666666666666666,0.0,0,11.81005526674466
Jaws 2,1978,116,"Adventure, Horror, Thriller",5.8,Jeannot Szwarc,80981,$102.92M,jaws 2,1978.0,5.0,7.2,577.4,0.4,0.4,0.0029523809523809524,0.6,0.4,0.0,0,11.301982186737337
Blade: Trinity,2004,113,"Action, Horror, Sci-Fi",5.8,David S. Goyer,182834,$52.41M,blade: trinity,2004.0,8.0,5.125,1005.375,0.625,2.375,0.01790811439518336,0.25,0.25,0.5,0,12.116339385758046
The Mortal Instruments: City of Bones,2013,130,"Action, Adventure, Fantasy",5.8,Harald Zwart,136448,$31.17M,the mortal instruments: city of bones,2013.0,3.0,7.0,736.0,0.6666666666666666,0.6666666666666666,0.005593869731800767,0.3333333333333333,0.6666666666666666,0.0,0,11.8237061974178
Pride and Prejudice and Zombies,2016,108,"Action, Comedy, Fantasy",5.8,Burr Steers,58473,$10.91M,pride and prejudice and zombies,2016.0,4.0,4.0,2266.75,0.75,8.75,0.01377764076093088,0.25,0.0,0.5,0,10.976337489980798
Antebellum,2020,105,"Drama, Horror, Mystery",5.8,Gerard Bush,28559,,antebellum,2020.0,5.0,5.2,1524.0,1.0,3.2,0.026086278704041184,0.2,0.6,0.2,0,10.25976241645352
Lake Placid,1999,82,"Action, Comedy, Horror",5.8,Steve Miner,63404,$31.77M,lake placid,1999.0,8.0,6.6875,854.125,1.0,3.0,0.024731655044954726,0.75,0.25,0.0,0,11.057298001669
The Wolfman,2010,103,"Drama, Fantasy, Horror",5.8,Joe Johnston,108821,$61.98M,the wolfman,2010.0,1.0,7.0,3857.0,1.0,14.0,0.021212121212121213,1.0,0.0,0.0,0,11.597468798845478
The Texas Chainsaw Massacre: The Beginning,2006,91,"Horror, Thriller",5.8,Jonathan Liebesman,75052,$39.52M,the texas chainsaw massacre: the beginning,2006.0,1.0,5.0,1014.0,1.0,6.0,0.03125,0.0,1.0,0.0,0,11.225949809613795
The Addams Family,2019,86,"Animation, Comedy, Family",5.8,Greg Tiernan,42739,$100.04M,the addams family,2019.0,2.0,6.5,853.5,0.0,0.0,0.0,0.5,0.5,0.0,0,10.662890528873138
The Divide,2011,112,"Drama, Horror, Sci-Fi",5.8,Xavier Gens,37690,$0.02M,the divide,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.537176618145875
Eli I,2019,98,"Drama, Horror, Mystery",5.8,Ciarán Foy,38505,,eli i,2019.0,4.0,8.5,2216.0,0.25,0.25,0.0003526093088857546,1.0,0.0,0.0,0,10.55856935228928
V/H/S,2012,116,Horror,5.8,Matt Bettinelli-Olpin,65385,$0.10M,v/h/s,2012.0,3.0,6.0,2991.0,1.0,7.666666666666667,0.014563817080341273,0.3333333333333333,0.3333333333333333,0.0,0,11.088063447251333
Morgan,2016,92,"Action, Horror, Sci-Fi",5.8,Luke Scott,44898,$3.91M,morgan,2016.0,5.0,6.0,1878.8,0.8,3.2,0.014284351406457474,0.2,0.2,0.0,0,10.712170801767405
Thinner,1996,93,"Fantasy, Horror",5.8,Tom Holland,32352,$15.17M,thinner,1996.0,1.0,8.0,2813.0,1.0,4.0,0.008146639511201629,1.0,0.0,0.0,0,10.384462031332603
The Haunting in Connecticut,2009,92,"Drama, Horror, Mystery",5.8,Peter Cornwell,63528,$55.39M,the haunting in connecticut,2009.0,1.0,6.0,1368.0,1.0,4.0,0.016129032258064516,0.0,1.0,0.0,0,11.0592517735417
Resident Evil: Afterlife,2010,96,"Action, Horror, Sci-Fi",5.8,Paul W.S. Anderson,175349,$60.13M,resident evil: afterlife,2010.0,4.0,5.0,547.25,0.0,0.0,0.0,0.0,0.75,0.25,0,12.074539255568324
Gothika,2003,98,"Horror, Mystery, Thriller",5.8,Mathieu Kassovitz,116092,$59.69M,gothika,2003.0,3.0,6.666666666666667,680.6666666666666,0.6666666666666666,2.3333333333333335,0.017267433289105117,0.6666666666666666,0.3333333333333333,0.0,0,11.662146873017305
The Relic,1997,110,"Horror, Mystery, Sci-Fi",5.8,Peter Hyams,29056,$33.96M,the relic,1997.0,3.0,6.0,1485.3333333333333,1.0,5.333333333333333,0.022083912499902932,0.3333333333333333,0.6666666666666666,0.0,0,10.277014697108353
Dracula: Dead and Loving It,1995,88,"Comedy, Fantasy, Horror",5.8,Mel Brooks,43600,$10.77M,dracula: dead and loving it,1995.0,3.0,6.666666666666667,1189.3333333333333,0.6666666666666666,1.6666666666666667,0.005567462747499491,0.6666666666666666,0.3333333333333333,0.0,0,10.682835364853922
Open Water,2003,79,"Adventure, Drama, Horror",5.8,Chris Kentis,55121,$30.61M,open water,2003.0,2.0,4.5,572.5,0.5,2.0,0.011235955056179775,0.0,0.5,0.5,0,10.917304189499522
Halloween H20: 20 Years Later,1998,86,"Horror, Thriller",5.8,Steve Miner,78797,$55.04M,halloween h20: 20 years later,1998.0,3.0,6.333333333333333,1314.3333333333333,1.0,3.0,0.012080981031822,0.6666666666666666,0.3333333333333333,0.0,0,11.274642894813216
Halloween 4: The Return of Michael Myers,1988,88,"Horror, Thriller",5.8,Dwight H. Little,55673,$17.77M,halloween 4: the return of michael myers,1988.0,4.0,6.25,1499.75,1.0,2.5,0.017429300548563207,0.5,0.25,0.25,0,10.927268530581234
Saw V,2008,92,"Horror, Thriller",5.8,David Hackl,128997,$56.75M,saw v,2008.0,1.0,4.0,822.0,1.0,3.0,0.0196078431372549,0.0,0.0,1.0,0,11.767552179347653
Black Sheep,2006,87,"Comedy, Horror, Sci-Fi",5.8,Jonathan King,41390,$0.08M,black sheep,2006.0,1.0,7.0,1503.0,1.0,3.0,0.011450381679389313,1.0,0.0,0.0,0,10.630818744876143
Paranormal Activity 3,2011,83,"Horror, Mystery",5.8,Henry Joost,97454,$104.01M,paranormal activity 3,2011.0,3.0,6.666666666666667,476.3333333333333,0.6666666666666666,1.6666666666666667,0.013723441309648206,0.6666666666666666,0.3333333333333333,0.0,0,11.487146011982741
Cry Wolf,2005,90,"Drama, Horror, Mystery",5.8,Jeff Wadlow,27993,$10.05M,cry wolf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.239745480480591
White Noise I,2022,136,"Comedy, Drama, Horror",5.7,Noah Baumbach,39252,,white noise i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.577783153410712
The Purge I,2013,85,"Horror, Sci-Fi, Thriller",5.7,James DeMonaco,231096,$64.47M,the purge i,2013.0,3.0,4.0,282.6666666666667,0.6666666666666666,1.3333333333333333,0.040829346092503986,0.3333333333333333,0.0,0.6666666666666666,0,12.350592814784877
Escape Room: Tournament of Champions,2021,88,"Action, Adventure, Horror",5.7,Adam Robitel,52337,$25.19M,escape room: tournament of champions,2021.0,2.0,6.0,1135.0,1.0,1.0,0.00558641975308642,0.5,0.0,0.5,0,10.865477963661274
Insidious: The Last Key,2018,103,"Horror, Mystery, Thriller",5.7,Adam Robitel,64055,$67.75M,insidious: the last key,2018.0,1.0,4.0,781.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.06751297975247
Buffy the Vampire Slayer,1992,86,"Action, Comedy, Fantasy",5.7,Fran Rubel Kuzui,47048,$16.62M,buffy the vampire slayer,1992.0,1.0,5.0,1414.0,1.0,5.0,0.0199203187250996,0.0,1.0,0.0,0,10.758944890802534
Underworld: Blood Wars,2016,91,"Action, Adventure, Fantasy",5.7,Anna Foerster,78499,$30.35M,underworld: blood wars,2016.0,8.0,5.0,1532.875,0.75,5.125,0.01268807201725809,0.125,0.375,0.375,0,11.2708539037705
The Rental,2020,88,"Drama, Horror, Mystery",5.7,Dave Franco,35194,,the rental,2020.0,2.0,5.0,3336.5,1.0,11.0,0.01689388901204463,0.0,1.0,0.0,0,10.468659306042232
Jigsaw I,2017,92,"Horror, Mystery, Thriller",5.7,Michael Spierig,83738,$38.05M,jigsaw i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.335460097777446
Freddy vs. Jason,2003,97,"Action, Horror",5.7,Ronny Yu,123003,$82.62M,freddy vs. jason,2003.0,5.0,8.2,882.2,0.6,3.8,0.020774263904034897,1.0,0.0,0.0,0,11.719972154150984
Cooties,2014,88,"Action, Comedy, Horror",5.7,Jonathan Milott,27279,$0.06M,cooties,2014.0,1.0,6.0,1238.0,1.0,3.0,0.013100436681222707,0.0,1.0,0.0,0,10.213909111957399
I Spit on Your Grave 2,2013,106,"Horror, Thriller",5.7,Steven R. Monroe,31209,$0.00M,i spit on your grave 2,2013.0,1.0,3.0,722.0,1.0,1.0,0.008547008547008548,0.0,0.0,1.0,0,10.348493835264826
Pet Sematary,2019,101,"Horror, Mystery, Thriller",5.7,Kevin Kölsch,94828,$54.72M,pet sematary,2019.0,4.0,4.25,5952.0,0.75,14.75,0.016293234362362515,0.0,0.75,0.25,0,11.45983054863605
Priest,2011,87,"Action, Fantasy, Horror",5.7,Scott Stewart,121940,$29.14M,priest,2011.0,2.0,7.0,1293.5,1.0,2.0,0.00870483682983683,0.5,0.5,0.0,0,11.71129260018265
Velvet Buzzsaw,2019,113,"Horror, Mystery, Thriller",5.7,Dan Gilroy,63837,,velvet buzzsaw,2019.0,1.0,6.0,621.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11.064103903312146
Would You Rather,2012,93,"Horror, Thriller",5.7,David Guy Levy,43247,,would you rather,2012.0,1.0,5.0,956.0,1.0,2.0,0.011695906432748537,0.0,1.0,0.0,0,10.674706268516228
Rubber,2010,82,"Comedy, Fantasy, Horror",5.7,Quentin Dupieux,38724,$0.10M,rubber,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.56424066528507
Child's Play,2019,90,"Drama, Horror, Sci-Fi",5.7,Lars Klevberg,54170,$29.21M,child's play,2019.0,4.0,6.5,579.5,0.75,2.0,0.015420630554580721,0.5,0.25,0.25,0,10.89990098888399
Devil's Pass,2013,100,"Horror, Mystery, Thriller",5.7,Renny Harlin,26283,,devil's pass,2013.0,2.0,6.0,1609.5,1.0,2.5,0.00877243552788347,0.5,0.5,0.0,0,10.176715668017758
Clown,2014,100,"Horror, Thriller",5.7,Jon Watts,25286,$0.06M,clown,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.138045708665592
Paranormal Activity 2,2010,91,"Horror, Mystery",5.7,Tod Williams,107097,$84.75M,paranormal activity 2,2010.0,3.0,5.666666666666667,492.3333333333333,1.0,3.6666666666666665,0.03257277985491963,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,11.581499582125154
The Descent: Part 2,2009,94,"Adventure, Horror, Thriller",5.7,Jon Harris,49297,,the descent: part 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.80563879125656
The Last Exorcism,2010,87,"Horror, Mystery, Thriller",5.7,Daniel Stamm,50953,$41.03M,the last exorcism,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.838678543910763
Honeymoon,2014,87,"Drama, Fantasy, Horror",5.7,Leigh Janiak,26685,$0.01M,honeymoon,2014.0,2.0,5.0,905.0,0.5,3.0,0.010169491525423728,0.0,1.0,0.0,0,10.191894362302365
The Bay II,2012,84,"Horror, Sci-Fi, Thriller",5.7,Barry Levinson,28565,$0.03M,the bay ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.259972478422574
Bhool Bhulaiyaa 2,2022,143,"Comedy, Drama, Horror",5.7,Anees Bazmee,32061,,bhool bhulaiyaa 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.37542680724962
Terrifier,2016,85,"Horror, Thriller",5.6,Damien Leone,42712,,terrifier,2016.0,5.0,5.8,1093.6,0.8,4.2,0.02449933232748903,0.2,0.6,0.2,0,10.662258602530038
The Meg,2018,113,"Action, Horror, Sci-Fi",5.6,Jon Turteltaub,181197,$143.01M,the meg,2018.0,5.0,5.4,1185.0,0.6,2.0,0.009379326935927936,0.0,1.0,0.0,0,12.107345635002508
Beast I,2022,93,"Action, Adventure, Drama",5.6,Baltasar Kormákur,34598,$31.85M,beast i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.451580058894049
Ghost Ship,2002,91,"Horror, Mystery, Thriller",5.6,Steve Beck,104944,$30.11M,ghost ship,2002.0,6.0,5.0,605.3333333333334,0.8333333333333334,3.0,0.02530991395046256,0.16666666666666666,0.5,0.3333333333333333,0,11.561191682379716
Scream 3,2000,116,"Horror, Mystery",5.6,Wes Craven,155289,$89.14M,scream 3,2000.0,3.0,5.333333333333333,1825.0,1.0,7.333333333333333,0.0194714448330615,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,11.953049615563234
Urban Legend,1998,99,"Horror, Mystery, Thriller",5.6,Jamie Blanks,68975,$38.07M,urban legend,1998.0,4.0,8.0,1877.5,1.0,4.75,0.016072466362593855,0.75,0.0,0.25,0,11.141513896986917
Thir13en Ghosts,2001,91,"Fantasy, Horror",5.6,Steve Beck,90122,$41.87M,thir13en ghosts,2001.0,2.0,6.0,493.5,1.0,1.5,0.02806824435883324,0.0,1.0,0.0,0,11.408930682940186
Children of the Corn,1984,92,"Horror, Thriller",5.6,Fritz Kiersch,54851,$14.57M,children of the corn,1984.0,2.0,5.5,1540.0,1.0,5.5,0.02950065010366518,0.0,1.0,0.0,0,10.912393928119744
47 Meters Down,2017,89,"Adventure, Drama, Horror",5.6,Johannes Roberts,58160,$44.31M,47 meters down,2017.0,4.0,5.0,2233.25,0.25,3.75,0.003132832080200501,0.0,0.5,0.5,0,10.970970306007317
I Spit on Your Grave,1978,101,"Horror, Thriller",5.6,Meir Zarchi,29806,,i spit on your grave,1978.0,2.0,4.5,634.5,1.0,1.5,0.013582460011031439,0.5,0.0,0.5,0,10.302498544237826
Pacific Rim: Uprising,2018,111,"Action, Adventure, Fantasy",5.6,Steven S. DeKnight,121533,$59.87M,pacific rim: uprising,2018.0,5.0,6.8,1076.4,0.2,0.8,0.0012861736334405145,0.6,0.4,0.0,0,11.707949338007067
Alien vs. Predator,2004,101,"Action, Adventure, Horror",5.6,Paul W.S. Anderson,205934,$80.28M,alien vs. predator,2004.0,5.0,5.0,1352.2,0.8,4.8,0.017355998299394527,0.2,0.6,0.2,0,12.235315863999816
Cabin Fever,2002,93,Horror,5.6,Eli Roth,80830,$21.16M,cabin fever,2002.0,1.0,7.0,247.0,0.0,0.0,0.0,1.0,0.0,0.0,0,11.300115834295553
Friday the 13th Part III,1982,95,"Horror, Thriller",5.6,Steve Miner,56597,$36.69M,friday the 13th part iii,1982.0,3.0,5.333333333333333,1116.3333333333333,0.3333333333333333,1.0,0.001968503937007874,0.0,1.0,0.0,0,10.943728927877908
Mom and Dad,2017,86,"Comedy, Horror, Thriller",5.6,Brian Taylor,25496,,mom and dad,2017.0,4.0,4.25,899.5,1.0,2.0,0.014109605328169083,0.0,0.75,0.25,0,10.146316077166736
Jeepers Creepers 2,2003,104,Horror,5.6,Victor Salva,68038,$35.67M,jeepers creepers 2,2003.0,4.0,5.0,794.5,0.5,3.25,0.013422109490593954,0.0,0.5,0.25,0,11.127836349164873
Ma I,2019,99,"Horror, Mystery, Thriller",5.6,Tate Taylor,55805,$45.37M,ma i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.929636669470522
Maggie I,2015,95,"Drama, Horror, Sci-Fi",5.6,Henry Hobson,45541,$0.19M,maggie i,2015.0,2.0,7.0,2023.5,0.0,0.0,0.0,0.5,0.0,0.0,0,10.72639025608861
Unfriended,2014,83,"Horror, Mystery, Thriller",5.6,Levan Gabriadze,78487,$32.48M,unfriended,2014.0,5.0,6.0,1589.6,0.8,5.8,0.02023419200143016,0.4,0.6,0.0,0,11.270701025843227
Bride of Chucky,1998,89,"Comedy, Horror, Thriller",5.6,Ronny Yu,61366,$32.40M,bride of chucky,1998.0,2.0,6.5,416.0,0.5,1.0,0.007575757575757576,0.5,0.5,0.0,0,11.024627510368834
The Texas Chainsaw Massacre 2,1986,101,"Comedy, Horror",5.6,Tobe Hooper,35333,$8.03M,the texas chainsaw massacre 2,1986.0,1.0,7.0,1103.0,1.0,5.0,0.029239766081871343,1.0,0.0,0.0,0,10.472600952172625
House on Haunted Hill,1999,93,"Horror, Mystery, Thriller",5.6,William Malone,58487,$40.85M,house on haunted hill,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.976576883973152
Village of the Damned,1995,98,"Horror, Sci-Fi, Thriller",5.6,John Carpenter,33118,$9.42M,village of the damned,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.407862414806656
Regression I,2015,106,"Adventure, Crime, Drama",5.6,Alejandro Amenábar,41510,$0.05M,regression i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.633713731337494
A Nightmare on Elm Street 4: The Dream Master,1988,93,Horror,5.6,Renny Harlin,58602,$49.37M,a nightmare on elm street 4: the dream master,1988.0,1.0,8.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.978541168793958
Curse of Chucky,2013,97,"Horror, Thriller",5.6,Don Mancini,41474,$3.80M,curse of chucky,2013.0,2.0,5.0,319.0,0.5,1.5,0.017241379310344827,0.0,0.5,0.5,0,10.632846115058646
Poltergeist II: The Other Side,1986,91,Horror,5.6,Brian Gibson,28529,$41.00M,poltergeist ii: the other side,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.258711444207545
Creep I,2004,85,"Horror, Mystery, Thriller",5.6,Christopher Smith,30858,,creep i,2004.0,2.0,6.0,656.0,1.0,2.5,0.022306397306397305,0.5,0.0,0.5,0,10.337183720985118
Dark Water,2005,105,"Drama, Horror, Mystery",5.6,Walter Salles,64235,$25.47M,dark water,2005.0,1.0,9.0,444.0,1.0,4.0,0.05555555555555555,1.0,0.0,0.0,0,11.070319080181381
Hatchet,2006,93,"Comedy, Horror, Thriller",5.6,Adam Green,32231,$0.16M,hatchet,2006.0,1.0,4.0,2004.0,1.0,5.0,0.014124293785310734,0.0,0.0,1.0,0,10.380715026871183
Club Dread,2004,104,"Comedy, Horror, Mystery",5.6,Jay Chandrasekhar,30873,$4.99M,club dread,2004.0,1.0,6.0,350.0,1.0,1.0,0.017241379310344827,0.0,1.0,0.0,0,10.337669684741787
The Reaping,2007,99,"Horror, Thriller",5.6,Stephen Hopkins,43940,$25.12M,the reaping,2007.0,3.0,5.333333333333333,2064.3333333333335,1.0,5.666666666666667,0.024225806451612902,0.0,0.6666666666666666,0.3333333333333333,0,10.690603103986417
Piranha 3D,2010,88,"Comedy, Horror",5.5,Alexandre Aja,94107,$25.00M,piranha 3d,2010.0,5.0,4.6,1691.0,1.0,3.2,0.009716027513230705,0.2,0.4,0.4,0,11.45219833790031
Wrong Turn,2021,109,"Horror, Thriller",5.5,Mike P. Nelson,33584,,wrong turn,2021.0,5.0,5.25,1421.8,1.0,3.6,0.015373675877983824,0.2,0.4,0.2,0,10.421834817700965
Friday the 13th,2009,97,"Horror, Mystery, Thriller",5.5,Marcus Nispel,111943,$65.00M,friday the 13th,2009.0,4.0,6.5,3347.75,1.0,9.5,0.049995131150474874,0.75,0.0,0.25,0,11.62575402523555
Willy's Wonderland,2021,88,"Action, Comedy, Horror",5.5,Kevin Lewis,33195,,willy's wonderland,2021.0,4.0,6.0,2030.5,1.0,6.0,0.016567774042162163,0.5,0.0,0.5,0,10.410184665718338
Hostel: Part II,2007,94,Horror,5.5,Eli Roth,92969,$17.61M,hostel: part ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.440032139449904
The Cloverfield Paradox,2018,102,"Action, Adventure, Horror",5.5,Julius Onah,109111,,the cloverfield paradox,2018.0,3.0,4.0,566.3333333333334,1.0,2.3333333333333335,0.02351283550675561,0.0,0.3333333333333333,0.6666666666666666,0,11.600130156606712
Halloween Kills,2021,105,"Horror, Thriller",5.5,David Gordon Green,91008,$92.00M,halloween kills,2021.0,4.0,4.0,549.5,1.0,1.75,0.02387733733636826,0.25,0.0,0.75,0,11.418713681707496
House at the End of the Street,2012,101,"Drama, Horror, Thriller",5.5,Mark Tonderai,78952,$31.61M,house at the end of the street,2012.0,2.0,6.0,1181.5,1.0,2.5,0.013030303030303031,0.5,0.5,0.0,0,11.27660801769523
The Dead Don't Die,2019,104,"Comedy, Fantasy, Horror",5.5,Jim Jarmusch,82134,$6.56M,the dead don't die,2019.0,3.0,6.0,5131.333333333333,1.0,15.666666666666666,0.04838617273861776,0.6666666666666666,0.0,0.3333333333333333,0,11.3161195139753
Eight Legged Freaks,2002,99,"Action, Adventure, Comedy",5.5,Ellory Elkayem,58839,$17.32M,eight legged freaks,2002.0,1.0,7.0,1991.0,1.0,4.0,0.011299435028248588,1.0,0.0,0.0,0,10.982577174715374
Resident Evil: The Final Chapter,2016,107,"Action, Horror, Sci-Fi",5.5,Paul W.S. Anderson,97554,$26.83M,resident evil: the final chapter,2016.0,7.0,5.428571428571429,1508.7142857142858,0.7142857142857143,2.5714285714285716,0.007518059795179524,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,11.488171600504
Gretel & Hansel,2020,87,"Fantasy, Horror, Mystery",5.5,Oz Perkins,32438,$15.35M,gretel & hansel,2020.0,1.0,5.0,3976.0,1.0,6.0,0.00909090909090909,0.0,1.0,0.0,0,10.387116681613646
Saw 3D,2010,90,"Horror, Mystery",5.5,Kevin Greutert,102181,$45.71M,saw 3d,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.534510815995251
Peninsula,2020,116,"Action, Horror, Thriller",5.5,Sang-ho Yeon,35176,$1.23M,peninsula,2020.0,6.0,4.4,798.3333333333334,0.8333333333333334,1.5,0.011442248579623046,0.16666666666666666,0.0,0.6666666666666666,0,10.468147738930524
Dreamcatcher,2003,134,"Drama, Horror, Sci-Fi",5.5,Lawrence Kasdan,94534,$33.72M,dreamcatcher,2003.0,3.0,5.666666666666667,721.6666666666666,1.0,1.6666666666666667,0.03966101694915255,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,11.45672541528203
The Last Days on Mars,2013,98,"Adventure, Horror, Sci-Fi",5.5,Ruairi Robinson,38026,$0.02M,the last days on mars,2013.0,1.0,4.0,698.0,1.0,4.0,0.02962962962962963,0.0,0.0,1.0,0,10.546051712719995
The Ward,2010,89,"Horror, Mystery, Thriller",5.5,John Carpenter,43657,,the ward,2010.0,1.0,6.0,1545.0,1.0,10.0,0.036101083032490974,0.0,1.0,0.0,0,10.684141820534307
The Omen,2006,110,"Drama, Fantasy, Horror",5.5,John Moore,60750,$54.61M,the omen,2006.0,2.0,5.5,336.0,0.5,1.0,0.01818181818181818,0.5,0.0,0.5,0,11.014538821972666
All the Boys Love Mandy Lane,2006,90,"Horror, Mystery, Thriller",5.5,Jonathan Levine,34017,,all the boys love mandy lane,2006.0,1.0,5.0,1362.0,1.0,1.0,0.0040650406504065045,0.0,1.0,0.0,0,10.434645075274037
Hellraiser III: Hell on Earth,1992,97,Horror,5.5,Anthony Hickox,33318,$12.53M,hellraiser iii: hell on earth,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.413883083825608
The Innkeepers,2011,101,"Drama, Horror, Mystery",5.5,Ti West,36301,$0.08M,the innkeepers,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.499628115153923
Don't Be Afraid of the Dark,2010,99,"Fantasy, Horror, Thriller",5.5,Troy Nixey,49772,$24.04M,don't be afraid of the dark,2010.0,2.0,6.0,3314.5,1.0,15.5,0.019949179949179947,0.0,0.5,0.0,0,10.815227947311465
Cube²: Hypercube,2002,94,"Horror, Mystery, Sci-Fi",5.5,Andrzej Sekula,68747,,cube²: hypercube,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.138202924196579
Diary of the Dead,2007,95,"Fantasy, Horror, Sci-Fi",5.5,George A. Romero,48380,$0.96M,diary of the dead,2007.0,3.0,5.666666666666667,907.3333333333334,0.6666666666666666,3.3333333333333335,0.01583075335397317,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.786862453648626
White Noise I,2005,101,"Drama, Horror, Mystery",5.5,Geoffrey Sax,49931,$56.39M,white noise i,2005.0,1.0,3.0,2860.0,1.0,9.0,0.019438444924406047,0.0,0.0,1.0,0,10.818417358770942
Jennifer's Body,2009,102,"Comedy, Horror",5.4,Karyn Kusama,141859,$16.20M,jennifer's body,2009.0,2.0,6.5,1534.5,1.0,6.5,0.024213913326816553,0.5,0.5,0.0,0,11.862595934756078
The Mummy,2017,110,"Action, Adventure, Fantasy",5.4,Alex Kurtzman,196693,$80.10M,the mummy,2017.0,10.0,4.1,1163.8,0.9,2.7,0.010822724799641189,0.1,0.4,0.5,0,12.18940450060739
Teeth I,2007,94,"Comedy, Fantasy, Horror",5.4,Mitchell Lichtenstein,44984,$0.35M,teeth i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.714084379851219
The Lawnmower Man,1992,108,"Horror, Sci-Fi",5.4,Brett Leonard,37519,$32.10M,the lawnmower man,1992.0,2.0,4.25,1146.5,0.5,0.5,0.001366120218579235,0.0,0.5,0.5,0,10.532629403120161
The Forever Purge,2021,103,"Action, Crime, Horror",5.4,Everardo Gout,38456,$44.54M,the forever purge,2021.0,2.0,6.0,1809.5,1.0,3.0,0.016624063309755587,0.0,0.5,0.0,0,10.557296012980244
Annabelle I,2014,99,"Horror, Mystery, Thriller",5.4,John R. Leonetti,166025,$84.27M,annabelle i,2014.0,4.0,4.75,731.25,0.75,3.5,0.043967264619438534,0.25,0.5,0.25,0,12.019899681580053
The Witches,2020,106,"Adventure, Comedy, Family",5.4,Robert Zemeckis,43623,$0.20M,the witches,2020.0,5.0,5.25,1035.0,0.8,3.6,0.019605413736672773,0.4,0.0,0.4,0,10.683362736605897
House of Wax,2005,113,"Horror, Thriller",5.4,Jaume Collet-Serra,129174,$32.06M,house of wax,2005.0,2.0,7.0,1793.0,1.0,5.5,0.016226276606899445,1.0,0.0,0.0,0,11.768923353155385
